polymer_name,backbone,side_chain,side_chain_type,side_chain_length,side_chain_design_intent,device_type,transport_regime,film_thickness,channel_length,molecular_weight_mn,molecular_weight_mw,dispersity,mobility_h,mobility_e,capacitance,uc_star,pce,jsc,voc,ff,crystallinity,pi_pi_spacing,lamellar_spacing,experiment_condition,processing_method,processing_solvent,synthesis_solvent,electrolyte,measurement_method,notes,_source_file,_source_path,_config_name
IDTBT,indacenodithiophene-co-benzothiadiazole,alkyl side chains,alkyl,N/A,increase edge-on orientation,OFET,electronic,about 150 nm,200 μm,110 kDa,280 kDa,2.55,2.44 ± 0.33 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.39 Å,23.26 Å,drop-cast; 18C additive,drop-casting,chloroform,N/A,N/A,Bottom-Gate Top-Contact (BGTC),edge-on orientation 56%,394_increasing-the-content-of-edge-on-orientation-to-improve-the-hole-mobility-of-idtbt-film-by-the-van-der-waals.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/394_increasing-the-content-of-edge-on-orientation-to-improve-the-hole-mobility-of-idtbt-film-by-the-van-der-waals/394_increasing-the-content-of-edge-on-orientation-to-improve-the-hole-mobility-of-idtbt-film-by-the-van-der-waals/pdf/394_increasing-the-content-of-edge-on-orientation-to-improve-the-hole-mobility-of-idtbt-film-by-the-van-der-waals.txt,text_mining_GPT_extended
P1,"thieno[20,30:4,5]pyrido[2,3-g]thieno[3,2-c]quinoline-4,10(5H,11H)-dione (TPT)","5,11-bis(2-decyltetradecyl)",alkyl,2-decyltetradecyl,improve solubility,OFET,electronic,N/A,60 mm,76.9 kDa,N/A,2.28,0.58 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.57 ˚A,24.3 ˚A,thermal annealing at 200 C,spin coating,trichloroethylene (TCE),chlorobenzene,N/A,bottom-gate/top-contact (BGTC),ordered molecular packing,365_c4py00272e.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/365_c4py00272e/365_c4py00272e/pdf/365_c4py00272e.txt,text_mining_GPT_extended
P1,"thieno[20,30:4,5]pyrido[2,3-g]thieno[3,2-c]quinoline-4,10(5H,11H)-dione (TPT)","5,11-bis(2-decyltetradecyl)",alkyl,2-decyltetradecyl,improve solubility,OFET,electronic,N/A,60 mm,76.9 kDa,N/A,2.28,0.28 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.57 ˚A,24.3 ˚A,thermal annealing at 180 C,spin coating,trichloroethylene (TCE),chlorobenzene,N/A,bottom-gate/top-contact (BGTC),ordered molecular packing,365_c4py00272e.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/365_c4py00272e/365_c4py00272e/pdf/365_c4py00272e.txt,text_mining_GPT_extended
P1,"thieno[20,30:4,5]pyrido[2,3-g]thieno[3,2-c]quinoline-4,10(5H,11H)-dione (TPT)","5,11-bis(2-decyltetradecyl)",alkyl,2-decyltetradecyl,improve solubility,OFET,electronic,N/A,60 mm,76.9 kDa,N/A,2.28,0.18 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.57 ˚A,24.3 ˚A,thermal annealing at 160 C,spin coating,trichloroethylene (TCE),chlorobenzene,N/A,bottom-gate/top-contact (BGTC),ordered molecular packing,365_c4py00272e.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/365_c4py00272e/365_c4py00272e/pdf/365_c4py00272e.txt,text_mining_GPT_extended
P2,"thieno[20,30:4,5]pyrido[2,3-g]thieno[3,2-c]quinoline-4,10(5H,11H)-dione (TPT)","5,11-bis(2-decyltetradecyl)",alkyl,2-decyltetradecyl,improve solubility,OFET,electronic,N/A,60 mm,74.7 kDa,N/A,4.97,0.12 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.60 ˚A,25.4 ˚A,thermal annealing at 200 C,spin coating,trichloroethylene (TCE),chlorobenzene,N/A,bottom-gate/top-contact (BGTC),weak in-plane diffraction peak,365_c4py00272e.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/365_c4py00272e/365_c4py00272e/pdf/365_c4py00272e.txt,text_mining_GPT_extended
P2,"thieno[20,30:4,5]pyrido[2,3-g]thieno[3,2-c]quinoline-4,10(5H,11H)-dione (TPT)","5,11-bis(2-decyltetradecyl)",alkyl,2-decyltetradecyl,improve solubility,OFET,electronic,N/A,60 mm,74.7 kDa,N/A,4.97,0.15 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.60 ˚A,25.4 ˚A,thermal annealing at 180 C,spin coating,trichloroethylene (TCE),chlorobenzene,N/A,bottom-gate/top-contact (BGTC),weak in-plane diffraction peak,365_c4py00272e.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/365_c4py00272e/365_c4py00272e/pdf/365_c4py00272e.txt,text_mining_GPT_extended
P2,"thieno[20,30:4,5]pyrido[2,3-g]thieno[3,2-c]quinoline-4,10(5H,11H)-dione (TPT)","5,11-bis(2-decyltetradecyl)",alkyl,2-decyltetradecyl,improve solubility,OFET,electronic,N/A,60 mm,74.7 kDa,N/A,4.97,0.07 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.60 ˚A,25.4 ˚A,thermal annealing at 160 C,spin coating,trichloroethylene (TCE),chlorobenzene,N/A,bottom-gate/top-contact (BGTC),weak in-plane diffraction peak,365_c4py00272e.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/365_c4py00272e/365_c4py00272e/pdf/365_c4py00272e.txt,text_mining_GPT_extended
P1,"bis(thienyl)dialkoxybenzene donor-alt-benzo[c][1,2,5]thiadiazole (BT)",2-hexyldecyloxy (HD),alkoxy,2-hexyldecyloxy,solubilizing,OPV,electronic,450 nm,N/A,42 kDa,N/A,1.9,N/A,N/A,N/A,N/A,2.81 (3.05),7.83 mA/cm2,0.75 V,0.47,semicrystalline,N/A,N/A,roll-coating in air at 80 ˝C,roll-coating,ODCB,toluene,N/A,inverted PET/Ag/PEDOT-PSS/ZnO/active,large phase-separated domains,310_doi-10%2E3390%2Fma9030181.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/310_doi-10%2E3390%2Fma9030181/310_doi-10%2E3390%2Fma9030181/pdf/310_doi-10%2E3390%2Fma9030181.txt,text_mining_GPT_extended
P1,"bis(thienyl)dialkoxybenzene donor-alt-benzo[c][1,2,5]thiadiazole (BT)",2-hexyldecyloxy (HD),alkoxy,2-hexyldecyloxy,solubilizing,OPV,electronic,N/A,N/A,42 kDa,N/A,1.9,N/A,N/A,N/A,N/A,4.31 (4.42),10.38 mA/cm2,0.74 V,0.56,semicrystalline,N/A,N/A,spin-coating under inert atmosphere,spin-coating,ODCB,toluene,N/A,glass/ITO/PEDOT-PSS/active/Ca/Al,large phase-separated domains,310_doi-10%2E3390%2Fma9030181.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/310_doi-10%2E3390%2Fma9030181/310_doi-10%2E3390%2Fma9030181/pdf/310_doi-10%2E3390%2Fma9030181.txt,text_mining_GPT_extended
P3a,"bis(thienyl)dialkoxybenzene donor-alt-benzo[c][1,2,5]thiadiazole (BT)",2-hexyldecyloxy (HD) partially substituted with 5% 2-phenylethoxy (EtPh),alkoxy,2-hexyldecyloxy; 5% 2-phenylethoxy,elevate Tg / thermal stability,OPV,electronic,360 nm,N/A,39 kDa,N/A,2.1,N/A,N/A,N/A,N/A,2.51 (2.65),6.52 mA/cm2,0.74 V,0.52,semicrystalline,N/A,N/A,roll-coating in air at 80 ˝C,roll-coating,ODCB,toluene,N/A,inverted PET/Ag/PEDOT-PSS/ZnO/active,formation of particles in the photoactive layer,310_doi-10%2E3390%2Fma9030181.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/310_doi-10%2E3390%2Fma9030181/310_doi-10%2E3390%2Fma9030181/pdf/310_doi-10%2E3390%2Fma9030181.txt,text_mining_GPT_extended
P3a,"bis(thienyl)dialkoxybenzene donor-alt-benzo[c][1,2,5]thiadiazole (BT)",2-hexyldecyloxy (HD) partially substituted with 5% 2-phenylethoxy (EtPh),alkoxy,2-hexyldecyloxy; 5% 2-phenylethoxy,elevate Tg / thermal stability,OPV,electronic,N/A,N/A,39 kDa,N/A,2.1,N/A,N/A,N/A,N/A,4.15 (4.54),10.22 mA/cm2,0.72 V,0.56,semicrystalline,N/A,N/A,spin-coating under inert atmosphere,spin-coating,ODCB,toluene,N/A,glass/ITO/PEDOT-PSS/active/Ca/Al,large phase-separated domains,310_doi-10%2E3390%2Fma9030181.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/310_doi-10%2E3390%2Fma9030181/310_doi-10%2E3390%2Fma9030181/pdf/310_doi-10%2E3390%2Fma9030181.txt,text_mining_GPT_extended
P3b,"bis(thienyl)dialkoxybenzene donor-alt-benzo[c][1,2,5]thiadiazole (BT)",2-hexyldecyloxy (HD) partially substituted with 10% 2-phenylethoxy (EtPh),alkoxy,2-hexyldecyloxy; 10% 2-phenylethoxy,elevate Tg / thermal stability,OPV,electronic,360 nm,N/A,43 kDa,N/A,2.1,N/A,N/A,N/A,N/A,2.10 (2.17),5.76 mA/cm2,0.73 V,0.50,semicrystalline,N/A,N/A,roll-coating in air at 80 ˝C,roll-coating,ODCB,toluene,N/A,inverted PET/Ag/PEDOT-PSS/ZnO/active,formation of particles in the photoactive layer,310_doi-10%2E3390%2Fma9030181.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/310_doi-10%2E3390%2Fma9030181/310_doi-10%2E3390%2Fma9030181/pdf/310_doi-10%2E3390%2Fma9030181.txt,text_mining_GPT_extended
P3b,"bis(thienyl)dialkoxybenzene donor-alt-benzo[c][1,2,5]thiadiazole (BT)",2-hexyldecyloxy (HD) partially substituted with 10% 2-phenylethoxy (EtPh),alkoxy,2-hexyldecyloxy; 10% 2-phenylethoxy,elevate Tg / thermal stability,OPV,electronic,N/A,N/A,43 kDa,N/A,2.1,N/A,N/A,N/A,N/A,3.68 (4.09),9.41 mA/cm2,0.71 V,0.55,semicrystalline,N/A,N/A,spin-coating under inert atmosphere,spin-coating,ODCB,toluene,N/A,glass/ITO/PEDOT-PSS/active/Ca/Al,large phase-separated domains,310_doi-10%2E3390%2Fma9030181.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/310_doi-10%2E3390%2Fma9030181/310_doi-10%2E3390%2Fma9030181/pdf/310_doi-10%2E3390%2Fma9030181.txt,text_mining_GPT_extended
P2,"bis(thienyl)di(2-hexyldecyloxy)benzene donor-alt-thiazolo[5,4-d]thiazole (TzTz)",2-hexyldecyloxy (HD),alkoxy,2-hexyldecyloxy,solubilizing,OPV,electronic,400 nm,N/A,44 kDa,N/A,1.9,N/A,N/A,N/A,N/A,2.67 (2.73),6.69 mA/cm2,0.69 V,0.61,amorphous,N/A,N/A,roll-coating in air at 80 ˝C; ODCB/CB = 4:1,roll-coating,ODCB/CB = 4:1,toluene,N/A,inverted PET/Ag/PEDOT-PSS/ZnO/active,no particular features,310_doi-10%2E3390%2Fma9030181.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/310_doi-10%2E3390%2Fma9030181/310_doi-10%2E3390%2Fma9030181/pdf/310_doi-10%2E3390%2Fma9030181.txt,text_mining_GPT_extended
P2,"bis(thienyl)di(2-hexyldecyloxy)benzene donor-alt-thiazolo[5,4-d]thiazole (TzTz)",2-hexyldecyloxy (HD),alkoxy,2-hexyldecyloxy,solubilizing,OPV,electronic,N/A,N/A,44 kDa,N/A,1.9,N/A,N/A,N/A,N/A,2.76 (2.92),6.60 mA/cm2,0.72 V,0.58,amorphous,N/A,N/A,spin-coating under inert atmosphere; ODCB/CB = 4:1,spin-coating,ODCB/CB = 4:1,toluene,N/A,glass/ITO/PEDOT-PSS/active/Ca/Al,no particular features,310_doi-10%2E3390%2Fma9030181.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/310_doi-10%2E3390%2Fma9030181/310_doi-10%2E3390%2Fma9030181/pdf/310_doi-10%2E3390%2Fma9030181.txt,text_mining_GPT_extended
P4a,"bis(thienyl)di(2-hexyldecyloxy)benzene donor-alt-thiazolo[5,4-d]thiazole (TzTz)",2-hexyldecyloxy (HD) partially substituted with 5% 2-phenylethoxy (EtPh),alkoxy,2-hexyldecyloxy; 5% 2-phenylethoxy,elevate Tg / thermal stability,OPV,electronic,400 nm,N/A,30 kDa,N/A,3.1,N/A,N/A,N/A,N/A,2.59 (2.72),6.95 mA/cm2,0.68 V,0.59,amorphous,N/A,N/A,roll-coating in air at 80 ˝C; ODCB/CB = 4:1,roll-coating,ODCB/CB = 4:1,toluene,N/A,inverted PET/Ag/PEDOT-PSS/ZnO/active,no particular features,310_doi-10%2E3390%2Fma9030181.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/310_doi-10%2E3390%2Fma9030181/310_doi-10%2E3390%2Fma9030181/pdf/310_doi-10%2E3390%2Fma9030181.txt,text_mining_GPT_extended
P4a,"bis(thienyl)di(2-hexyldecyloxy)benzene donor-alt-thiazolo[5,4-d]thiazole (TzTz)",2-hexyldecyloxy (HD) partially substituted with 5% 2-phenylethoxy (EtPh),alkoxy,2-hexyldecyloxy; 5% 2-phenylethoxy,elevate Tg / thermal stability,OPV,electronic,N/A,N/A,30 kDa,N/A,3.1,N/A,N/A,N/A,N/A,3.06 (3.06),8.57 mA/cm2,0.65 V,0.55,amorphous,N/A,N/A,spin-coating under inert atmosphere; ODCB/CB = 4:1,spin-coating,ODCB/CB = 4:1,toluene,N/A,glass/ITO/PEDOT-PSS/active/Ca/Al,no particular features,310_doi-10%2E3390%2Fma9030181.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/310_doi-10%2E3390%2Fma9030181/310_doi-10%2E3390%2Fma9030181/pdf/310_doi-10%2E3390%2Fma9030181.txt,text_mining_GPT_extended
P4b,"bis(thienyl)di(2-hexyldecyloxy)benzene donor-alt-thiazolo[5,4-d]thiazole (TzTz)",2-hexyldecyloxy (HD) partially substituted with 10% 2-phenylethoxy (EtPh),alkoxy,2-hexyldecyloxy; 10% 2-phenylethoxy,elevate Tg / thermal stability,OPV,electronic,400 nm,N/A,78 kDa,N/A,1.5,N/A,N/A,N/A,N/A,2.66 (2.76),7.00 mA/cm2,0.69 V,0.60,amorphous,N/A,N/A,roll-coating in air at 80 ˝C; ODCB/CB = 4:1,roll-coating,ODCB/CB = 4:1,toluene,N/A,inverted PET/Ag/PEDOT-PSS/ZnO/active,no particular features,310_doi-10%2E3390%2Fma9030181.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/310_doi-10%2E3390%2Fma9030181/310_doi-10%2E3390%2Fma9030181/pdf/310_doi-10%2E3390%2Fma9030181.txt,text_mining_GPT_extended
P4b,"bis(thienyl)di(2-hexyldecyloxy)benzene donor-alt-thiazolo[5,4-d]thiazole (TzTz)",2-hexyldecyloxy (HD) partially substituted with 10% 2-phenylethoxy (EtPh),alkoxy,2-hexyldecyloxy; 10% 2-phenylethoxy,elevate Tg / thermal stability,OPV,electronic,N/A,N/A,78 kDa,N/A,1.5,N/A,N/A,N/A,N/A,3.13 (3.21),8.15 mA/cm2,0.61 V,0.63,amorphous,N/A,N/A,spin-coating under inert atmosphere; ODCB/CB = 4:1,spin-coating,ODCB/CB = 4:1,toluene,N/A,glass/ITO/PEDOT-PSS/active/Ca/Al,no particular features,310_doi-10%2E3390%2Fma9030181.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/310_doi-10%2E3390%2Fma9030181/310_doi-10%2E3390%2Fma9030181/pdf/310_doi-10%2E3390%2Fma9030181.txt,text_mining_GPT_extended
PTQxF1,"poly[(5,8-(6,7-diﬂuoro-2,3-dihexylquinoxaline))-alt-(2,5-thiophene)]-ran-[(2,5-(3-dodecylthiophene))-alt-(2,5-thiophene)]",dihexyl and 3-dodecyl,alkyl,C6; C12,solubility; photovoltaic performance,OPV,electronic,80 nm,N/A,"47,600 g/mol","248,000 g/mol",5.21,N/A,N/A,N/A,N/A,0.58%,1.84 mA/cm2,0.65 V,0.49,N/A,N/A,N/A,polymer:PC61BM 1:0.8; 2 wt% in DCB; AM1.5G 100 mW/cm2,spin-casting,DCB,chlorobenzene,N/A,ITO/PEDOT:PSS/polymer:PC61BM/Al,good solubility,336_s00289-016-1860-7.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/336_s00289-016-1860-7/336_s00289-016-1860-7/pdf/336_s00289-016-1860-7.txt,text_mining_GPT_extended
PTQxF3,"poly[(5,8-(6,7-diﬂuoro-2,3-dihexylquinoxaline))-alt-(2,5-thiophene)]-ran-[(2,5-(3-dodecylthiophene))-alt-(2,5-thiophene)]",dihexyl and 3-dodecyl,alkyl,C6; C12,solubility; photovoltaic performance,OPV,electronic,80 nm,N/A,"22,800 g/mol","117,500 g/mol",5.15,N/A,N/A,N/A,N/A,1.03%,3.54 mA/cm2,0.64 V,0.45,N/A,N/A,N/A,polymer:PC61BM 1:0.8; 2 wt% in DCB; AM1.5G 100 mW/cm2,spin-casting,DCB,chlorobenzene,N/A,ITO/PEDOT:PSS/polymer:PC61BM/Al,good solubility,336_s00289-016-1860-7.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/336_s00289-016-1860-7/336_s00289-016-1860-7/pdf/336_s00289-016-1860-7.txt,text_mining_GPT_extended
PTQxF5,"poly[(5,8-(6,7-diﬂuoro-2,3-dihexylquinoxaline))-alt-(2,5-thiophene)]-ran-[(2,5-(3-dodecylthiophene))-alt-(2,5-thiophene)]",dihexyl and 3-dodecyl,alkyl,C6; C12,solubility; photovoltaic performance,OPV,electronic,80 nm,N/A,"13,400 g/mol","44,600 g/mol",3.33,N/A,N/A,N/A,N/A,1.13%,3.94 mA/cm2,0.66 V,0.43,N/A,N/A,N/A,polymer:PC61BM 1:0.8; 2 wt% in DCB; AM1.5G 100 mW/cm2,spin-casting,DCB,chlorobenzene,N/A,ITO/PEDOT:PSS/polymer:PC61BM/Al,good solubility,336_s00289-016-1860-7.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/336_s00289-016-1860-7/336_s00289-016-1860-7/pdf/336_s00289-016-1860-7.txt,text_mining_GPT_extended
PTQxF7,"poly[(5,8-(6,7-diﬂuoro-2,3-dihexylquinoxaline))-alt-(2,5-thiophene)]-ran-[(2,5-(3-dodecylthiophene))-alt-(2,5-thiophene)]",dihexyl and 3-dodecyl,alkyl,C6; C12,solubility; photovoltaic performance,OPV,electronic,80 nm,N/A,"7,300 g/mol","9,700 g/mol",1.33,N/A,N/A,N/A,N/A,1.20%,3.19 mA/cm2,0.70 V,0.53,N/A,N/A,N/A,polymer:PC61BM 1:0.8; 2 wt% in DCB; AM1.5G 100 mW/cm2,spin-casting,DCB,chlorobenzene,N/A,ITO/PEDOT:PSS/polymer:PC61BM/Al,poor film formation,336_s00289-016-1860-7.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/336_s00289-016-1860-7/336_s00289-016-1860-7/pdf/336_s00289-016-1860-7.txt,text_mining_GPT_extended
PTQxF9,"poly[(5,8-(6,7-diﬂuoro-2,3-dihexylquinoxaline))-alt-(2,5-thiophene)]-ran-[(2,5-(3-dodecylthiophene))-alt-(2,5-thiophene)]",dihexyl and 3-dodecyl,alkyl,C6; C12,solubility; photovoltaic performance,OPV,electronic,80 nm,N/A,"4,000 g/mol","5,300 g/mol",1.35,N/A,N/A,N/A,N/A,0.70%,2.40 mA/cm2,0.70 V,0.42,N/A,N/A,N/A,polymer:PC61BM 1:0.8; 2 wt% in DCB; AM1.5G 100 mW/cm2,spin-casting,DCB,chlorobenzene,N/A,ITO/PEDOT:PSS/polymer:PC61BM/Al,poor film formation,336_s00289-016-1860-7.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/336_s00289-016-1860-7/336_s00289-016-1860-7/pdf/336_s00289-016-1860-7.txt,text_mining_GPT_extended
PBDT-TT,BDT-TT copolymer,bisalkylthio side chain,alkylthio,octyl,tune HOMO energy levels,PSC,electronic,around 100 nm,N/A,21.3 kDa,N/A,1.36,4.2  105 cm2 V1 s1,N/A,N/A,N/A,2.40%,6.51 mA/cm2,0.98 V,37.6%,N/A,N/A,N/A,polymer:PC71BM 1:1.5,spin-coating,DCB,dry toluene,N/A,ITO/PEDOT:PSS/polymer:PC71BM/PFN/Al,unexpected phase separation with large domain size,353_1-s2.0-S0143720816305733-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/353_1-s2.0-S0143720816305733-main/353_1-s2.0-S0143720816305733-main/pdf/353_1-s2.0-S0143720816305733-main.txt,text_mining_GPT_extended
PBDT-TT,BDT-TT copolymer,bisalkylthio side chain,alkylthio,octyl,tune HOMO energy levels,PSC,electronic,around 100 nm,N/A,21.3 kDa,N/A,1.36,4.2  105 cm2 V1 s1,N/A,N/A,N/A,2.15%,5.78 mA/cm2,0.97 V,38.3%,N/A,N/A,N/A,polymer:PC71BM 1:1.5,spin-coating,CB,dry toluene,N/A,ITO/PEDOT:PSS/polymer:PC71BM/PFN/Al,unexpected phase separation with large domain size,353_1-s2.0-S0143720816305733-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/353_1-s2.0-S0143720816305733-main/353_1-s2.0-S0143720816305733-main/pdf/353_1-s2.0-S0143720816305733-main.txt,text_mining_GPT_extended
PBDT-TT,BDT-TT copolymer,bisalkylthio side chain,alkylthio,octyl,tune HOMO energy levels,PSC,electronic,around 100 nm,N/A,21.3 kDa,N/A,1.36,4.2  105 cm2 V1 s1,N/A,N/A,N/A,2.84%,6.85 mA/cm2,0.98 V,42.3%,N/A,N/A,N/A,polymer:PC71BM 1:1.5,spin-coating,CF,dry toluene,N/A,ITO/PEDOT:PSS/polymer:PC71BM/PFN/Al,unexpected phase separation with large domain size,353_1-s2.0-S0143720816305733-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/353_1-s2.0-S0143720816305733-main/353_1-s2.0-S0143720816305733-main/pdf/353_1-s2.0-S0143720816305733-main.txt,text_mining_GPT_extended
PBDT-TT,BDT-TT copolymer,bisalkylthio side chain,alkylthio,octyl,tune HOMO energy levels,PSC,electronic,around 100 nm,N/A,21.3 kDa,N/A,1.36,4.2  105 cm2 V1 s1,N/A,N/A,N/A,2.22%,5.49 mA/cm2,0.98 V,41.2%,N/A,N/A,N/A,polymer:PC71BM 1:1,spin-coating,CF,dry toluene,N/A,ITO/PEDOT:PSS/polymer:PC71BM/PFN/Al,unexpected phase separation with large domain size,353_1-s2.0-S0143720816305733-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/353_1-s2.0-S0143720816305733-main/353_1-s2.0-S0143720816305733-main/pdf/353_1-s2.0-S0143720816305733-main.txt,text_mining_GPT_extended
PBDT-TT,BDT-TT copolymer,bisalkylthio side chain,alkylthio,octyl,tune HOMO energy levels,PSC,electronic,around 100 nm,N/A,21.3 kDa,N/A,1.36,4.2  105 cm2 V1 s1,N/A,N/A,N/A,1.97%,4.86 mA/cm2,1.00 V,40.6%,N/A,N/A,N/A,polymer:PC71BM 1:2,spin-coating,CF,dry toluene,N/A,ITO/PEDOT:PSS/polymer:PC71BM/PFN/Al,unexpected phase separation with large domain size,353_1-s2.0-S0143720816305733-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/353_1-s2.0-S0143720816305733-main/353_1-s2.0-S0143720816305733-main/pdf/353_1-s2.0-S0143720816305733-main.txt,text_mining_GPT_extended
PBDT-TT,BDT-TT copolymer,bisalkylthio side chain,alkylthio,octyl,tune HOMO energy levels,PSC,electronic,around 100 nm,N/A,21.3 kDa,N/A,1.36,4.2  105 cm2 V1 s1,N/A,N/A,N/A,4.64%,9.93 mA/cm2,0.96 V,48.7%,N/A,N/A,N/A,polymer:PC71BM 1:1.5; 3% DIO,spin-coating,CF+3%DIO,dry toluene,N/A,ITO/PEDOT:PSS/polymer:PC71BM/PFN/Al,unexpected phase separation with large domain size,353_1-s2.0-S0143720816305733-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/353_1-s2.0-S0143720816305733-main/353_1-s2.0-S0143720816305733-main/pdf/353_1-s2.0-S0143720816305733-main.txt,text_mining_GPT_extended
PBDT-TT,BDT-TT copolymer,bisalkylthio side chain,alkylthio,octyl,tune HOMO energy levels,PSC,electronic,around 100 nm,N/A,21.3 kDa,N/A,1.36,4.2  105 cm2 V1 s1,N/A,N/A,N/A,3.00%,6.85 mA/cm2,0.97 V,45.2%,N/A,N/A,N/A,polymer:PC71BM 1:1.5; 3% CN,spin-coating,CF+3%CN,dry toluene,N/A,ITO/PEDOT:PSS/polymer:PC71BM/PFN/Al,unexpected phase separation with large domain size,353_1-s2.0-S0143720816305733-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/353_1-s2.0-S0143720816305733-main/353_1-s2.0-S0143720816305733-main/pdf/353_1-s2.0-S0143720816305733-main.txt,text_mining_GPT_extended
PBDT-TT,BDT-TT copolymer,bisalkylthio side chain,alkylthio,octyl,tune HOMO energy levels,PSC,electronic,around 100 nm,N/A,21.3 kDa,N/A,1.36,4.2  105 cm2 V1 s1,N/A,N/A,N/A,5.05(4.87)b%,10.51(10.52)a mA/cm2,0.95 V,50.6%,N/A,N/A,N/A,polymer:PC71BM 1:1.5; 1% DIO,spin-coating,CF+1%DIO,dry toluene,N/A,ITO/PEDOT:PSS/polymer:PC71BM/PFN/Al,unexpected phase separation with large domain size,353_1-s2.0-S0143720816305733-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/353_1-s2.0-S0143720816305733-main/353_1-s2.0-S0143720816305733-main/pdf/353_1-s2.0-S0143720816305733-main.txt,text_mining_GPT_extended
