polymer_name,backbone,side_chain,side_chain_type,side_chain_length,side_chain_design_intent,device_type,transport_regime,film_thickness,channel_length,molecular_weight_mn,molecular_weight_mw,dispersity,mobility_h,mobility_e,capacitance,uc_star,pce,jsc,voc,ff,crystallinity,pi_pi_spacing,lamellar_spacing,experiment_condition,processing_method,processing_solvent,synthesis_solvent,electrolyte,measurement_method,notes,_source_file,_source_path,_config_name
BOE-DMP,"3,4-propylenedioxythiophene (ProDOT) alternating with DMP comonomer",BOE (2-butyloctyl ester),ester (aliphatic),2-butyloctyl,solution processability,electrochemical,N/A,85 to 259 nm,N/A,63 kg mol−1,N/A,2.3,N/A,N/A,∼40 F cm−1,N/A,N/A,N/A,N/A,N/A,amorphous,≈4.0 Å,N/A,degassed 0.1 M NaCl/H2O,blade coating,chloroform,N/A,0.1 M NaCl/H2O,three-electrode EIS cell,redox inactive,468_effects-of-side-chain-length-and-functionality-on-polar-poly%28dioxythiophene%29s-for-saline-based-organic-electrochemical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/468_effects-of-side-chain-length-and-functionality-on-polar-poly%28dioxythiophene%29s-for-saline-based-organic-electrochemical/468_effects-of-side-chain-length-and-functionality-on-polar-poly%28dioxythiophene%29s-for-saline-based-organic-electrochemical/pdf/468_effects-of-side-chain-length-and-functionality-on-polar-poly%28dioxythiophene%29s-for-saline-based-organic-electrochemical.txt,text_mining_GPT_extended
P3HTV,thienylene vinylene,hexyl,alkyl,C6,N/A,OFET,electronic,∼30 nm,50 µm,9.1 K,28 K,3.08,2.02×10^-4 cm2/V·s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,without annealing,spin-coating,dichlorobenzene,toluene,N/A,bottom gate/top contact,amorphous morphology,419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/pdf/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,text_mining_GPT_extended
P3HTV,thienylene vinylene,hexyl,alkyl,C6,N/A,OFET,electronic,∼30 nm,50 µm,9.1 K,28 K,3.08,3.12×10^-4 cm2/V·s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,annealed at 120 °C for 30 min,spin-coating,dichlorobenzene,toluene,N/A,bottom gate/top contact,amorphous morphology,419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/pdf/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,text_mining_GPT_extended
P3HTV,thienylene vinylene,hexyl,alkyl,C6,N/A,OFET,electronic,∼30 nm,50 µm,9.1 K,28 K,3.08,3.76×10^-4 cm2/V·s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,annealed at 180 °C for 30 min,spin-coating,dichlorobenzene,toluene,N/A,bottom gate/top contact,amorphous morphology,419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/pdf/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,text_mining_GPT_extended
P3HTV,thienylene vinylene,hexyl,alkyl,C6,N/A,OPV,electronic,ca.80 nm,N/A,9.1 K,28 K,3.08,N/A,N/A,N/A,N/A,0.19%,0.96 mA/cm2,0.54 V,0.37,N/A,N/A,N/A,"AM 1.5, 100 mW/cm2",spin-coating,o-dichlorobenzene,toluene,N/A,ITO/PEDOT:PSS/polymer/PCBM/Ca-Al,N/A,419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/pdf/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,text_mining_GPT_extended
DH-PTTV,"thieno[3,2-b]thiophene vinylene",dihexyl,alkyl,C6,improving solubility,OFET,electronic,∼30 nm,50 µm,28 K,32 K,1.13,4.64×10^-4 cm2/V·s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,without annealing,spin-coating,dichlorobenzene,toluene,N/A,bottom gate/top contact,amorphous morphology,419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/pdf/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,text_mining_GPT_extended
DH-PTTV,"thieno[3,2-b]thiophene vinylene",dihexyl,alkyl,C6,improving solubility,OFET,electronic,∼30 nm,50 µm,28 K,32 K,1.13,7.54×10^-3 cm2/V·s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,annealed at 150 °C for 30 min,spin-coating,dichlorobenzene,toluene,N/A,bottom gate/top contact,N/A,419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/pdf/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,text_mining_GPT_extended
DH-PTTV,"thieno[3,2-b]thiophene vinylene",dihexyl,alkyl,C6,improving solubility,OFET,electronic,∼30 nm,50 µm,28 K,32 K,1.13,0.019 cm2/V·s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,morphology with crystalline domains,N/A,N/A,annealed at 180 °C for 30 min,spin-coating,dichlorobenzene,toluene,N/A,bottom gate/top contact,morphology with crystalline domains,419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/pdf/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,text_mining_GPT_extended
DH-PTTV,"thieno[3,2-b]thiophene vinylene",dihexyl,alkyl,C6,improving solubility,OFET,electronic,∼30 nm,50 µm,28 K,32 K,1.13,0.032 cm2/V·s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,morphology with crystalline domains,N/A,N/A,annealed at 180 °C for 30 min,spin-coating,dichlorobenzene,toluene,N/A,bottom gate/top contact,morphology with crystalline domains,419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/pdf/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,text_mining_GPT_extended
DH-PTTV,"thieno[3,2-b]thiophene vinylene",dihexyl,alkyl,C6,improving solubility,OPV,electronic,ca.80 nm,N/A,28 K,32 K,1.13,N/A,N/A,N/A,N/A,0.28%,1.27 mA/cm2,0.60 V,0.37,N/A,N/A,N/A,"AM 1.5, 100 mW/cm2",spin-coating,o-dichlorobenzene,toluene,N/A,ITO/PEDOT:PSS/polymer/PCBM/Ca-Al,N/A,419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties/pdf/419_poly%283-6-dihexyl-thieno-3-2-b-thiophene-vinylene%29-synthesis-field-effect-transistors-and-photovoltaic-properties.txt,text_mining_GPT_extended
DP3HT,poly(3-hexylthiophene),3-hexyl-d13,alkyl,C6,avoid spectral overlap,OFET,electronic,60–90 nm,15 μm,59.2 kg/mol,74.5 kg/mol,1.26,0.5×10^-4 to 6.2×10^-4 cm2 V^-1 s^-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,low crystallinity (5–10%),N/A,N/A,bare SiO2,spin coating,chloroform,THF,N/A,"bottom-contact oFET, saturation regime",lies nearer to the surface normal,443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics/pdf/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics.txt,text_mining_GPT_extended
DP3HT,poly(3-hexylthiophene),3-hexyl-d13,alkyl,C6,avoid spectral overlap,OFET,electronic,60–90 nm,15 μm,59.2 kg/mol,74.5 kg/mol,1.26,0.5×10^-4 to 6.2×10^-4 cm2 V^-1 s^-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,low crystallinity (5–10%),N/A,N/A,APTES functionalization,spin coating,chloroform,THF,N/A,"bottom-contact oFET, saturation regime",lies nearer to the surface normal,443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics/pdf/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics.txt,text_mining_GPT_extended
DP3HT,poly(3-hexylthiophene),3-hexyl-d13,alkyl,C6,avoid spectral overlap,OFET,electronic,60–90 nm,15 μm,59.2 kg/mol,74.5 kg/mol,1.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,low crystallinity (5–10%),N/A,N/A,C8 functionalization,spin coating,chloroform,THF,N/A,"bottom-contact oFET, saturation regime",N/A,443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics/pdf/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics.txt,text_mining_GPT_extended
DP3HT,poly(3-hexylthiophene),3-hexyl-d13,alkyl,C6,avoid spectral overlap,OFET,electronic,60–90 nm,15 μm,59.2 kg/mol,74.5 kg/mol,1.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,low crystallinity (5–10%),N/A,N/A,C18 functionalization,spin coating,chloroform,THF,N/A,"bottom-contact oFET, saturation regime",N/A,443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics/pdf/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics.txt,text_mining_GPT_extended
DP3HT,poly(3-hexylthiophene),3-hexyl-d13,alkyl,C6,avoid spectral overlap,OFET,electronic,60–90 nm,15 μm,59.2 kg/mol,74.5 kg/mol,1.26,2.06×10^-2 cm2 V^-1 s^-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,low crystallinity (5–10%),N/A,N/A,Fluoro functionalization,spin coating,chloroform,THF,N/A,"bottom-contact oFET, saturation regime",edge-on orientation of DP3HT conjugated chains,443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics/pdf/443_interfacial-ring-orientation-in-polythiophene-field-effect-transistors-on-functionalized-dielectrics.txt,text_mining_GPT_extended
DPPSe-HD,selenium-substituted diketopyrrolopyrrole-based polymer,hexyl decyl,alkyl,hexyl decyl,facilitating efficient doping and charge transport,OTE,electronic,approximately 60 nm,13 mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.87 Å,19.5 Å,AuCl3 2.0 mM (optimal σ),spin-cast,chlorobenzene,N/A,N/A,four-point probe on thin film,much wider dendritic fibrils,487_1-s2.0-S1385894725016444-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/487_1-s2.0-S1385894725016444-main/487_1-s2.0-S1385894725016444-main/pdf/487_1-s2.0-S1385894725016444-main.txt,text_mining_GPT_extended
DPPSe-OD,selenium-substituted diketopyrrolopyrrole-based polymer,octyl dodecyl,alkyl,octyl dodecyl,facilitating efficient doping and charge transport,OTE,electronic,approximately 60 nm,13 mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.90 Å,21.6 Å,AuCl3 2.5 mM (optimal σ),spin-cast,chlorobenzene,N/A,N/A,four-point probe on thin film,dendritic fibrillar morphology,487_1-s2.0-S1385894725016444-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/487_1-s2.0-S1385894725016444-main/487_1-s2.0-S1385894725016444-main/pdf/487_1-s2.0-S1385894725016444-main.txt,text_mining_GPT_extended
DPPSe-DT,selenium-substituted diketopyrrolopyrrole-based polymer,decyl tetradecyl,alkyl,decyl tetradecyl,facilitating efficient doping and charge transport,OTE,electronic,approximately 60 nm,13 mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.07 Å,23.3 Å,AuCl3 3.0 mM (optimal σ),spin-cast,chlorobenzene,N/A,N/A,four-point probe on thin film,dendritic fibrillar morphology,487_1-s2.0-S1385894725016444-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/487_1-s2.0-S1385894725016444-main/487_1-s2.0-S1385894725016444-main/pdf/487_1-s2.0-S1385894725016444-main.txt,text_mining_GPT_extended
P3CPT,polythiophene,3-(4-carboxypropyl),carboxylic acid,4-carboxypropyl,solubility; solvent-resistance; aqueous electroactivity,OECT,mixed ionic-electronic,140−190 nm,10 μm,N/A,N/A,N/A,N/A,N/A,150 ± 18 F cm−3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1 M NaCl/H2O,spray-cast; acid treatment,water,N/A,0.1 M NaCl/H2O,interdigitated electrodes; Ag/AgCl gate,unipolar p-channel operation,451_carboxylic-acid-functionalization-yields-solvent-resistant-organic-electrochemical-transistors.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/451_carboxylic-acid-functionalization-yields-solvent-resistant-organic-electrochemical-transistors/451_carboxylic-acid-functionalization-yields-solvent-resistant-organic-electrochemical-transistors/pdf/451_carboxylic-acid-functionalization-yields-solvent-resistant-organic-electrochemical-transistors.txt,text_mining_GPT_extended
P3KBT,polythiophene,3-(potassium-4-butanoate),carboxylate,4-butanoate,aqueous processability,N/A,N/A,N/A,N/A,N/A,21 kDa,2.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sprayed from water,spray-cast,water,N/A,N/A,N/A,water-soluble precursor,451_carboxylic-acid-functionalization-yields-solvent-resistant-organic-electrochemical-transistors.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/451_carboxylic-acid-functionalization-yields-solvent-resistant-organic-electrochemical-transistors/451_carboxylic-acid-functionalization-yields-solvent-resistant-organic-electrochemical-transistors/pdf/451_carboxylic-acid-functionalization-yields-solvent-resistant-organic-electrochemical-transistors.txt,text_mining_GPT_extended
P(G1-DPP-BT),diketopyrrolopyrrole-based backbone with bithiophene donor,poly(benzyl ether) dendron (G1),poly(benzyl ether),G1,improve solubility and processability,OFET,electronic,N/A,N/A,22.3 kDa,25.6 kDa,1.2,6.03×10^-4 cm2/Vs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,39.03 Å,thermal annealing at 150 1C for 1 hour,spin-coating,chlorobenzene,N/A,N/A,bottom-gate top-contact (BGTC),edge-on and face-on orientations,434_d5ma00446b.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/434_d5ma00446b/434_d5ma00446b/pdf/434_d5ma00446b.txt,text_mining_GPT_extended
P(G2-DPP-BT),diketopyrrolopyrrole-based backbone with bithiophene donor,poly(benzyl ether) dendron (G2),poly(benzyl ether),G2,improve solubility and processability,OFET,electronic,N/A,N/A,50.2 kDa,61.2 kDa,1.2,4.39×10^-4 cm2/Vs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,43.63 Å,thermal annealing at 150 1C for 1 hour,spin-coating,chlorobenzene,N/A,N/A,bottom-gate top-contact (BGTC),significant reduction in overall crystallinity and loss of high order reflections,434_d5ma00446b.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/434_d5ma00446b/434_d5ma00446b/pdf/434_d5ma00446b.txt,text_mining_GPT_extended
P(G1-DPP-TT),diketopyrrolopyrrole-based backbone with thienothiophene donor,poly(benzyl ether) dendron (G1),poly(benzyl ether),G1,improve solubility and processability,OFET,electronic,N/A,N/A,96.5 kDa,155.5 kDa,1.6,2.61×10^-3 cm2/Vs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,3.48 Å,39.03 Å,thermal annealing at 150 1C for 1 hour,spin-coating,chlorobenzene,N/A,N/A,bottom-gate top-contact (BGTC),pronounced high-order (100) reflections,434_d5ma00446b.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/434_d5ma00446b/434_d5ma00446b/pdf/434_d5ma00446b.txt,text_mining_GPT_extended
P(G2-DPP-TT),diketopyrrolopyrrole-based backbone with thienothiophene donor,poly(benzyl ether) dendron (G2),poly(benzyl ether),G2,improve solubility and processability,OFET,electronic,N/A,N/A,51.1 kDa,72.6 kDa,1.4,5.81×10^-6 cm2/Vs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,42.45 Å,thermal annealing at 150 1C for 1 hour,spin-coating,chlorobenzene,N/A,N/A,bottom-gate top-contact (BGTC),loss of high order reflections,434_d5ma00446b.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/434_d5ma00446b/434_d5ma00446b/pdf/434_d5ma00446b.txt,text_mining_GPT_extended
PPyTDPP-TT,asymmetric thiophene/pyridine flanked DPP-TT,N-Alkyl,alkyl,N/A,N/A,OFET,electronic,N/A,50 mm,120 KDa,352 KDa,2.9,0.48 cm2 V-1 s-1,0.18 cm2 V-1 s-1,3.2 nF cm-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ambient conditions,spin-coated at 2000 rpm,"1,2-dichlorobenzene (o-DCB)",toluene,N/A,top-gate/bottom-contact OFET,preferable face-on stacking,423_c6tc04271f.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/423_c6tc04271f/423_c6tc04271f/pdf/423_c6tc04271f.txt,text_mining_GPT_extended
PPyTDPP-BT,asymmetric thiophene/pyridine flanked DPP-BT,N-Alkyl,alkyl,N/A,N/A,OFET,electronic,N/A,50 mm,123 KDa,286 KDa,2.3,0.55 cm2 V-1 s-1,0.08 cm2 V-1 s-1,3.2 nF cm-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ambient conditions,spin-coated at 2000 rpm,"1,2-dichlorobenzene (o-DCB)",toluene,N/A,top-gate/bottom-contact OFET,relatively higher crystallinity,423_c6tc04271f.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/423_c6tc04271f/423_c6tc04271f/pdf/423_c6tc04271f.txt,text_mining_GPT_extended
PPyTDPP-TT,asymmetric thiophene/pyridine flanked DPP-TT,N-Alkyl,alkyl,N/A,N/A,PSC,electronic,N/A,N/A,120 KDa,352 KDa,2.9,0.48 cm2 V-1 s-1,0.18 cm2 V-1 s-1,N/A,N/A,3.70 %,8.61 mA cm-2,0.804 V,53.50 %,N/A,N/A,N/A,3% DIO,spin-coated at 1000 rpm in N2 glovebox,o-DCB with 3% DIO,toluene,N/A,ITO/ZnO/PPyTDPP-TT:PC71BM/MoOx/Ag,nanostructure surface morphology,423_c6tc04271f.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/423_c6tc04271f/423_c6tc04271f/pdf/423_c6tc04271f.txt,text_mining_GPT_extended
